ItemNo,Participant,Trial,ACondition,Plaus,Heard Answer,HA Wlength,Anumber,List,QCondition,QFile,Qnumber,Question,Expected Answer,EA Wlength,QLSA,response,Correct,Incorrect,Prop Heard,Block,Plaus HIT,Plaus Incorrect,NumberOfPlausibleWordsReported,NumberOfPlausibleWordsNotReported,Prop Expected
29,39366,14,Implausible,1.36,The North Pole,3,23,4b,Unpredictable,2U,2,Who is your favourite sportsman?,Andy Murray,2,0.19,david beckham,0,3,0,3,0,2,0,2,0
1,49319,1,Implausible,1.09,December 25th,3,7,2a,Predictable,9P,9,"As well as cheese and tomato, which two toppings are usually on a Hawaiian pizza?",Ham and Pineapple,3,0.89,"pineapple, ham",0,3,0,1,1,2,1,2,0.333333333
21,49319,2,Implausible,1.27,New Years Eve,3,16,2a,Predictable,23P,23,Where does Father Christmas live?,The Northe Pole,3,0.81,north pole,0,3,0,1,2,1,2,1,0.666666667
19,49319,3,Implausible,1.09,October thirty first,3,18,2a,Predictable,22P,22,Which tall building is in Paris?,The Eiffel Tower,3,0.82,Eifle tower,0,3,0,1,2,1,2,1,0.666666667
8,49319,4,Implausible,1.09,Theresa May,2,28,2a,Predictable,1P,1,Which cutlery should I use to cut my food?,A knife and fork,4,0.82,knife,0,2,0,1,1,3,1,3,0.25
3,49319,5,Implausible,1.36,Andy Murray,2,2,2a,Predictable,12P,12,How did The Titanic sink?,It hit an iceberg,4,0.72,iceburg,0,2,0,1,1,3,1,3,0.25
28,49319,6,Implausible,1.73,The Amazon River,3,21,2a,Predictable,8P,8,Who is the newly elected president of America?,Donald Trump,2,0.94,Donald Trump,0,3,0,2,2,0,2,0,1
16,49319,7,Implausible,1.36,Kings Cross,2,14,2a,Predictable,13P,13,Which character starred in the famous 007 films?,James Bond,2,0.95,James Bond,0,2,0,2,2,0,2,0,1
5,49319,8,Implausible,1.64,The Tube,2,26,2a,Predictable,15P,15,What are the names of Ron Weasley's Mum and Dad?,Molly and Arthur,3,0.67,jane,0,2,0,2,0,3,0,3,0
12,49319,9,Implausible,1,The White House,3,27,2a,Predictable,10P,10,Which young wizard defeated Lord Voldemort?,Harry Potter,2,0.98,Harry Potter,0,3,0,2,2,0,2,0,1
14,49319,10,Implausible,1.82,Ten Downing Street,3,20,2a,Predictable,31P,31,Who leads a gang of outlaws in Sherwood Forest?,Robin Hood,2,1,Robin Hood,0,3,0,2,2,0,2,0,1
4,49319,11,Implausible,1.18,Big Ben,2,3,2a,Predictable,30P,30,How often does the dentist tell you to brush your teeth?,Twice a day,3,0.82,3 times,0,2,0,3,0,3,0,3,0
27,49319,12,Implausible,1.18,The Thames,2,25,2a,Predictable,19P,19,Which fictional character lived with seven dwarves?,Snow White,2,1,snow white,0,2,0,3,2,0,2,0,1
7,49319,13,Implausible,1.09,Tom Hanks,2,29,2a,Predictable,4P,4,What colours are pandas?,Black and white,3,0.98,black and white,0,2,0,3,3,0,3,0,1
25,49319,14,Implausible,1.55,Buzz Lightyear,2,6,2a,Predictable,17P,17,Which city is the statue of Liberty in?,New York,2,0.97,new york,0,2,0,3,2,0,2,0,1
14,62594,1,Implausible,1.64,Ten Downing Street,3,20,4a,Unpredictable,31U,31,What is your best friend called?,Robin Hood,2,0.12,Nothing I only heard a banging noise,0,3,0,1,0,2,0,2,0
25,62594,2,Implausible,1.27,Buzz Lightyear,2,6,4a,Unpredictable,17U,17,Where would you like to go shopping?,New York,2,0.24,Nothing I only heard a muffled noise,0,2,0,1,0,2,0,2,0
1,62594,3,Implausible,1.64,December 25th,3,7,4a,Unpredictable,9U,9,What would you like for dinner?,Ham and Pineapple,3,0.31,I dont know it was too muffled,0,3,0,1,0,3,0,3,0
16,62594,4,Implausible,3.36,Kings Cross,2,14,4a,Unpredictable,13U,13,What is your favourite film?,James Bond,2,0.22,Sounded like Kings Cross,0,2,0,1,0,2,0,2,0
3,62594,5,Implausible,2.09,Andy Murray,2,2,4a,Unpredictable,12U,12,What happened to your boat?,It hit an iceberg,4,0.58,Sounded like I don't knoow,0,2,0,1,0,4,0,4,0
5,62594,6,Implausible,1.55,The Tube,2,26,4a,Unpredictable,15U,15,What are your parents called?,Molly and Arthur,3,0.21,I dont know it was too muffled,0,2,0,2,0,3,0,3,0
4,62594,7,Implausible,1.36,Big Ben,2,3,4a,Unpredictable,30U,30,How often do you go outside for a walk?,Twice a day,3,0.54,It sounded like never,0,2,0,2,0,3,0,3,0
19,62594,8,Implausible,1.09,October thirty first,3,18,4a,Unpredictable,22U,22,Where are you going at Christmas?,The Eiffel Tower,3,0.51,I could nt make it out as it was too muffled,0,3,0,2,0,3,0,3,0
26,62594,9,Implausible,2.18,The Northern Lights,3,24,4a,Unpredictable,11U,11,Who did you see when you visited America?,Hillary Clinton,2,0.37,I could not make it out as it was too muffled,0,3,0,2,0,2,0,2,0
7,62594,10,Implausible,1.27,Tom Hanks,2,29,4a,Unpredictable,4U,4,What colours should I paint the wall?,Black and white,3,0.41,I dont know could not make out what was said,0,2,0,2,0,3,0,3,0
27,62594,11,Implausible,1.27,The Thames,2,25,4a,Unpredictable,19U,19,Who is your favourite fictional character?,Snow White,2,0.11,I cant make out what was said,0,2,0,3,0,2,0,2,0
21,62594,12,Implausible,1.64,New Years Eve,3,16,4a,Unpredictable,23U,23,Where would you like to go on holiday?,The Northe Pole,3,0.15,Too muffled to make out the words,0,3,0,3,0,3,0,3,0
28,62594,13,Implausible,1.09,The Amazon River,3,21,4a,Unpredictable,8U,8,Who did you see interviewed on television recently?,Donald Trump,2,0.21,,0,3,0,3,0,2,0,2,0
12,62594,14,Implausible,4.91,The White House,3,27,4a,Unpredictable,10U,10,What is the name of your favourite book?,Harry Potter,2,0.35,The light house,2,1,0.666666667,3,0,2,0,2,0
31,88662,1,Implausible,1.27,The Eiffel Tower,3,22,2b,Predictable,6P,6,Which space ranger starred in Toy Story?,Buzz Lightyear,2,0.93,Buzz Lightyear,0,3,0,1,2,0,2,0,1
29,88662,2,Implausible,1,The North Pole,3,23,2b,Predictable,2P,2,Who is the best Scottish tennis player?,Andy Murray,2,0.89,Paul Kon,0,3,0,1,0,2,0,2,0
23,88662,3,Implausible,1.27,James bond,2,13,2b,Predictable,20P,20,Where does the prime minister live?,Ten Downing Street,3,0.8,James Bond,2,0,1,1,0,3,0,3,0
18,88662,4,Implausible,1.36,Robin hood,2,31,2b,Predictable,18P,18,When do you celebrate Halloween?,October thirty first,3,0.89,Robin Hood,2,0,1,1,0,3,0,3,0
10,88662,5,Implausible,1.91,Snow White,2,19,2b,Predictable,21P,21,What is the longest river in the world?,The Amazon river,3,0.63,Snow White,2,0,1,1,0,3,0,3,0
17,88662,6,Implausible,1.09,A knife and fork,4,1,2b,Predictable,7P,7,When do you celebrate Christmas?,December twenty fifth,3,0.9,A knife and fork,4,0,1,2,0,3,0,3,0
20,88662,7,Implausible,1.09,Donald Trump,2,8,2b,Predictable,25P,25,Which river runs through London?,The Thames,2,0.69,Donald Trump,2,0,1,2,0,2,0,2,0
9,88662,8,Implausible,1.36,Hillary Clinton,2,11,2b,Predictable,26P,26,What is London's underground railway also known as?,The Tube,2,0.71,Hilary Clinton,2,0,1,2,0,2,0,2,0
2,88662,9,Implausible,1.09,It hit an iceberg,4,12,2b,Predictable,14P,14,At which train station will you find platform nine and three quarters?,Kings Cross,2,0.74,It hits an iceberg,4,0,1,2,0,2,0,2,0
22,88662,10,Implausible,1.09,Molly and Arthur,3,15,2b,Predictable,27P,27,Where does the president of America live?,The White House,3,0.84,Molly and Arthur,3,0,1,2,0,3,0,3,0
15,88662,11,Implausible,1.27,Twice a day,3,30,2b,Predictable,3P,3,Which famous clock is in London?,Big Ben,2,1,Twice a day,3,0,1,3,0,2,0,2,0
6,88662,12,Implausible,1.73,Ham and pineapple,3,9,2b,Predictable,24P,24,What is Aurora Borealis commonly known as?,The Northern Lights,3,0.85,Almond pineapple,1,2,0.333333333,3,0,3,0,3,0
24,88662,13,Implausible,1.27,Black and white,3,4,2b,Predictable,5P,5,Where does the Queen live?,Buckingham Palace,2,0.72,Black and white,2,1,0.666666667,3,0,2,0,2,0
13,88662,14,Implausible,1.36,Harry Potter,2,10,2b,Predictable,16P,16,What is the thirty first of December?,New Years Eve,3,0.8,Harry Potter,2,0,1,3,0,3,0,3,0
23,19172,1,Plausible,6.82,Ten Downing Street,3,20,1b,Predictable,20P,20,Where does the prime minister live?,Ten Downing Street,3,0.8,10 downing street,3,0,1,1,3,0,3,0,1
17,19172,2,Plausible,6.55,December 25th,3,7,1b,Predictable,7P,7,When do you celebrate Christmas?,December twenty fifth,3,0.9,December 25th,3,0,1,1,3,0,3,0,1
24,19172,3,Plausible,6.55,Buckingham Palace,2,5,1b,Predictable,5P,5,Where does the Queen live?,Buckingham Palace,2,0.72,Buckingham Palace,2,0,1,1,2,0,2,0,1
22,19172,4,Plausible,6.73,The White House,3,27,1b,Predictable,27P,27,Where does the president of America live?,The White House,3,0.84,The Whitehouse,3,0,1,1,3,0,3,0,1
10,19172,5,Plausible,5.64,The Amazon River,3,21,1b,Predictable,21P,21,What is the longest river in the world?,The Amazon river,3,0.63,The Amazon river,3,0,1,1,3,0,3,0,1
31,19172,6,Plausible,6.82,Buzz Lightyear,2,6,1b,Predictable,6P,6,Which space ranger starred in Toy Story?,Buzz Lightyear,2,0.93,Buzz Lightyear,2,0,1,2,2,0,2,0,1
13,19172,7,Plausible,7,New Years Eve,3,16,1b,Predictable,16P,16,What is the thirty first of December?,New Years Eve,3,0.8,New Year's eve,3,0,1,2,3,0,3,0,1
20,19172,8,Plausible,6.91,The Thames,2,25,1b,Predictable,25P,25,Which river runs through London?,The Thames,2,0.69,The Thames,2,0,1,2,2,0,2,0,1
2,19172,9,Plausible,5.91,Kings Cross,2,14,1b,Predictable,14P,14,At which train station will you find platform nine and three quarters?,Kings Cross,2,0.74,King's Cross,2,0,1,2,2,0,2,0,1
6,19172,10,Plausible,5.64,The Northern Lights,3,24,1b,Predictable,24P,24,What is Aurora Borealis commonly known as?,The Northern Lights,3,0.85,The Northern Lights,3,0,1,2,3,0,3,0,1
29,19172,11,Plausible,6.55,Andy Murray,2,2,1b,Predictable,2P,2,Who is the best Scottish tennis player?,Andy Murray,2,0.89,Andy Murray,2,0,1,3,2,0,2,0,1
9,19172,12,Plausible,6.91,The Tube,2,26,1b,Predictable,26P,26,What is London's underground railway also known as?,The Tube,2,0.71,The Tube,2,0,1,3,2,0,2,0,1
15,19172,13,Plausible,6.64,Big Ben,2,3,1b,Predictable,3P,3,Which famous clock is in London?,Big Ben,2,1,Big Ben,2,0,1,3,2,0,2,0,1
18,19172,14,Plausible,7,October thirty first,3,18,1b,Predictable,18P,18,When do you celebrate Halloween?,October thirty first,3,0.89,October 31st,3,0,1,3,3,0,3,0,1
16,68779,1,Implausible,3.36,Kings Cross,2,14,4a,Unpredictable,13U,13,What is your favourite film?,James Bond,2,0.22,Kings Cross,2,0,1,1,0,2,0,2,0
21,68779,2,Implausible,1.64,New Years Eve,3,16,4a,Unpredictable,23U,23,Where would you like to go on holiday?,The Northe Pole,3,0.15,London,0,3,0,1,0,3,0,3,0
5,68779,3,Implausible,1.55,The Tube,2,26,4a,Unpredictable,15U,15,What are your parents called?,Molly and Arthur,3,0.21,Nothing,0,2,0,1,0,3,0,3,0
27,68779,4,Implausible,1.27,The Thames,2,25,4a,Unpredictable,19U,19,Who is your favourite fictional character?,Snow White,2,0.11,The toad,1,1,0.5,1,0,2,0,2,0
19,68779,5,Implausible,1.09,October thirty first,3,18,4a,Unpredictable,22U,22,Where are you going at Christmas?,The Eiffel Tower,3,0.51,Octoberfest,1,2,0.333333333,1,0,3,0,3,0
1,68779,6,Implausible,1.64,December 25th,3,7,4a,Unpredictable,9U,9,What would you like for dinner?,Ham and Pineapple,3,0.31,fish fingers,0,3,0,2,0,3,0,3,0
28,68779,7,Implausible,1.09,The Amazon River,3,21,4a,Unpredictable,8U,8,Who did you see interviewed on television recently?,Donald Trump,2,0.21,Kelly,0,3,0,2,0,2,0,2,0
25,68779,8,Implausible,1.27,Buzz Lightyear,2,6,4a,Unpredictable,17U,17,Where would you like to go shopping?,New York,2,0.24,buzz lightyear,2,0,1,2,0,2,0,2,0
14,68779,9,Implausible,1.64,Ten Downing Street,3,20,4a,Unpredictable,31U,31,What is your best friend called?,Robin Hood,2,0.12,stephen,0,3,0,2,0,2,0,2,0
7,68779,10,Implausible,1.27,Tom Hanks,2,29,4a,Unpredictable,4U,4,What colours should I paint the wall?,Black and white,3,0.41,turquoise,0,2,0,2,0,3,0,3,0
3,68779,11,Implausible,2.09,Andy Murray,2,2,4a,Unpredictable,12U,12,What happened to your boat?,It hit an iceberg,4,0.58,i don't know,0,2,0,3,0,4,0,4,0
26,68779,12,Implausible,2.18,The Northern Lights,3,24,4a,Unpredictable,11U,11,Who did you see when you visited America?,Hillary Clinton,2,0.37,the president,1,2,0.333333333,3,0,2,0,2,0
4,68779,13,Implausible,1.36,Big Ben,2,3,4a,Unpredictable,30U,30,How often do you go outside for a walk?,Twice a day,3,0.54,6 times,0,2,0,3,0,3,0,3,0
12,68779,14,Implausible,4.91,The White House,3,27,4a,Unpredictable,10U,10,What is the name of your favourite book?,Harry Potter,2,0.35,The Lighthouse,2,1,0.666666667,3,0,2,0,2,0
14,8951,1,Implausible,1.82,Ten Downing Street,3,20,2a,Predictable,31P,31,Who leads a gang of outlaws in Sherwood Forest?,Robin Hood,2,1,He did instead,0,3,0,1,0,2,0,2,0
25,8951,2,Implausible,1.55,Buzz Lightyear,2,6,2a,Predictable,17P,17,Which city is the statue of Liberty in?,New York,2,0.97,This flight year,0,2,0,1,0,2,0,2,0
5,8951,3,Implausible,1.64,The Tube,2,26,2a,Predictable,15P,15,What are the names of Ron Weasley's Mum and Dad?,Molly and Arthur,3,0.67,A ching,0,2,0,1,0,3,0,3,0
3,8951,4,Implausible,1.36,Andy Murray,2,2,2a,Predictable,12P,12,How did The Titanic sink?,It hit an iceberg,4,0.72,Bechamel,0,2,0,1,0,4,0,4,0
1,8951,5,Implausible,1.09,December 25th,3,7,2a,Predictable,9P,9,"As well as cheese and tomato, which two toppings are usually on a Hawaiian pizza?",Ham and Pineapple,3,0.89,The fifth twenty fifth,2,1,0.666666667,1,0,3,0,3,0
7,8951,6,Implausible,1.09,Tom Hanks,2,29,2a,Predictable,4P,4,What colours are pandas?,Black and white,3,0.98,Twelve eggs,0,2,0,2,0,3,0,3,0
8,8951,7,Implausible,1.09,Theresa May,2,28,2a,Predictable,1P,1,Which cutlery should I use to cut my food?,A knife and fork,4,0.82,Theresa May,2,0,1,2,0,4,0,4,0
28,8951,8,Implausible,1.73,The Amazon River,3,21,2a,Predictable,8P,8,Who is the newly elected president of America?,Donald Trump,2,0.94,Swish woo,0,3,0,2,0,2,0,2,0
21,8951,9,Implausible,1.27,New Years Eve,3,16,2a,Predictable,23P,23,Where does Father Christmas live?,The Northe Pole,3,0.81,In the safe,0,3,0,2,0,3,0,3,0
12,8951,10,Implausible,1,The White House,3,27,2a,Predictable,10P,10,Which young wizard defeated Lord Voldemort?,Harry Potter,2,0.98,The pan hurst,0,3,0,2,0,2,0,2,0
19,8951,11,Implausible,1.09,October thirty first,3,18,2a,Predictable,22P,22,Which tall building is in Paris?,The Eiffel Tower,3,0.82,October twenty first,2,1,0.666666667,3,0,3,0,3,0
27,8951,12,Implausible,1.18,The Thames,2,25,2a,Predictable,19P,19,Which fictional character lived with seven dwarves?,Snow White,2,1,The hugh,1,1,0.5,3,0,2,0,2,0
16,8951,13,Implausible,1.36,Kings Cross,2,14,2a,Predictable,13P,13,Which character starred in the famous 007 films?,James Bond,2,0.95,Kings cross,2,0,1,3,0,2,0,2,0
4,8951,14,Implausible,1.18,Big Ben,2,3,2a,Predictable,30P,30,How often does the dentist tell you to brush your teeth?,Twice a day,3,0.82,Fifth pain,0,2,0,3,0,3,0,3,0
20,43416,1,Plausible,6.73,The Thames,2,25,3b,Unpredictable,25U,25,Where did you go on your boat ride yesterday?,The Thames,2,0.33,The Thames,2,0,1,1,2,0,2,0,1
6,43416,2,Plausible,5.27,The Northern Lights,3,24,3b,Unpredictable,24U,24,What can you see out of your window?,The Northern Lights,3,0.28,The Northern Lights,3,0,1,1,3,0,3,0,1
31,43416,3,Plausible,6.91,Buzz Lightyear,2,6,3b,Unpredictable,6U,6,Who is your favourite animated character?,Buzz Lightyear,2,0.16,NA,0,2,0,1,0,2,0,2,0
24,43416,4,Plausible,6.6,Buckingham Palace,2,5,3b,Unpredictable,5U,5,Which tourist attraction would you like to visit in London?,Buckingham Palace,2,0.33,Buckingham Palace,2,0,1,1,2,0,2,0,1
2,43416,5,Plausible,6.36,Kings Cross,2,14,3b,Unpredictable,14U,14,Where are you getting a train from?,Kings Cross,2,0.32,Kings Cross,2,0,1,1,2,0,2,0,1
15,43416,6,Plausible,5.46,Big Ben,2,3,3b,Unpredictable,3U,3,What is your brother's nickname?,Big Ben,2,0.11,Pigpen,0,2,0,2,0,2,0,2,0
13,43416,7,Plausible,5.82,New Years Eve,3,16,3b,Unpredictable,16U,16,When would you like to go for drinks?,New Years Eve,3,0.57,New Years Eve,3,0,1,2,3,0,3,0,1
23,43416,8,Plausible,5.82,Ten Downing Street,3,20,3b,Unpredictable,20U,20,Where would you like to go today?,Ten Downing Street,3,0.3,10 Downing Street,3,0,1,2,3,0,3,0,1
9,43416,9,Plausible,6.91,The Tube,2,26,3b,Unpredictable,26U,26,What is your least favourite method of transport?,The Tube,2,0.39,The Tube,2,0,1,2,2,0,2,0,1
29,43416,10,Plausible,6.82,Andy Murray,2,2,3b,Unpredictable,2U,2,Who is your favourite sportsman?,Andy Murray,2,0.19,Andy Murray,2,0,1,2,2,0,2,0,1
10,43416,11,Plausible,4.82,The Amazon River,3,21,3b,Unpredictable,21U,21,Where did you go swimming yesterday?,The Amazon river,3,0.34,The Amazon River,3,0,1,3,3,0,3,0,1
22,43416,12,Plausible,6.82,The White House,3,27,3b,Unpredictable,27U,27,Where would you like to go when you visit America?,The White House,3,0.41,The White House,3,0,1,3,3,0,3,0,1
18,43416,13,Plausible,6.73,October thirty first,3,18,3b,Unpredictable,18U,18,When do you next have a day off work?,October thirty first,3,0.58,October 31st,3,0,1,3,3,0,3,0,1
17,43416,14,Plausible,6.73,December 25th,3,7,3b,Unpredictable,7U,7,When is your birthday?,December twenty fifth,3,0.5,December 25th,3,0,1,3,3,0,3,0,1
20,58402,1,Plausible,6.73,The Thames,2,25,3b,Unpredictable,25U,25,Where did you go on your boat ride yesterday?,The Thames,2,0.33,the Thames,2,0,1,1,2,0,2,0,1
18,58402,2,Plausible,6.73,October thirty first,3,18,3b,Unpredictable,18U,18,When do you next have a day off work?,October thirty first,3,0.58,october 31st,3,0,1,1,3,0,3,0,1
24,58402,3,Plausible,6.6,Buckingham Palace,2,5,3b,Unpredictable,5U,5,Which tourist attraction would you like to visit in London?,Buckingham Palace,2,0.33,Buckingham palace,2,0,1,1,2,0,2,0,1
17,58402,4,Plausible,6.73,December 25th,3,7,3b,Unpredictable,7U,7,When is your birthday?,December twenty fifth,3,0.5,December 25th,3,0,1,1,3,0,3,0,1
9,58402,5,Plausible,6.91,The Tube,2,26,3b,Unpredictable,26U,26,What is your least favourite method of transport?,The Tube,2,0.39,a train,0,2,0,1,0,2,0,2,0
6,58402,6,Plausible,5.27,The Northern Lights,3,24,3b,Unpredictable,24U,24,What can you see out of your window?,The Northern Lights,3,0.28,the northern lights,3,0,1,2,3,0,3,0,1
10,58402,7,Plausible,4.82,The Amazon River,3,21,3b,Unpredictable,21U,21,Where did you go swimming yesterday?,The Amazon river,3,0.34,hammersmith,0,3,0,2,0,3,0,3,0
22,58402,8,Plausible,6.82,The White House,3,27,3b,Unpredictable,27U,27,Where would you like to go when you visit America?,The White House,3,0.41,the White House,3,0,1,2,3,0,3,0,1
29,58402,9,Plausible,6.82,Andy Murray,2,2,3b,Unpredictable,2U,2,Who is your favourite sportsman?,Andy Murray,2,0.19,don't know,0,2,0,2,0,2,0,2,0
13,58402,10,Plausible,5.82,New Years Eve,3,16,3b,Unpredictable,16U,16,When would you like to go for drinks?,New Years Eve,3,0.57,saturday,0,3,0,2,0,3,0,3,0
31,58402,11,Plausible,6.91,Buzz Lightyear,2,6,3b,Unpredictable,6U,6,Who is your favourite animated character?,Buzz Lightyear,2,0.16,Buzz Lightyear,2,0,1,3,2,0,2,0,1
23,58402,12,Plausible,5.82,Ten Downing Street,3,20,3b,Unpredictable,20U,20,Where would you like to go today?,Ten Downing Street,3,0.3,10 Downing Street,3,0,1,3,3,0,3,0,1
15,58402,13,Plausible,5.46,Big Ben,2,3,3b,Unpredictable,3U,3,What is your brother's nickname?,Big Ben,2,0.11,Big Bear,1,1,0.5,3,1,1,1,1,0.5
2,58402,14,Plausible,6.36,Kings Cross,2,14,3b,Unpredictable,14U,14,Where are you getting a train from?,Kings Cross,2,0.32,Kings Cross,2,0,1,3,2,0,2,0,1
14,74347,1,Plausible,4.91,Robin hood,2,31,3a,Unpredictable,31U,31,What is your best friend called?,Robin Hood,2,0.12,Robin Hood,2,0,1,1,2,0,2,0,1
5,74347,2,Plausible,7,Molly and Arthur,3,15,3a,Unpredictable,15U,15,What are your parents called?,Molly and Arthur,3,0.21,Willy and Ann,1,2,0.333333333,1,1,2,1,2,0.333333333
8,74347,3,Plausible,6.27,A knife and fork,4,1,3a,Unpredictable,1U,1,What did you buy from the shop?,A knife and fork,4,0.32,A knife and fork,4,0,1,1,4,0,4,0,1
4,74347,4,Plausible,6.64,Twice a day,3,30,3a,Unpredictable,30U,30,How often do you go outside for a walk?,Twice a day,3,0.54,twice a day,3,0,1,1,3,0,3,0,1
25,74347,5,Plausible,6.09,New York,2,17,3a,Unpredictable,17U,17,Where would you like to go shopping?,New York,2,0.24,here,0,2,0,1,0,2,0,2,0
19,74347,6,Plausible,5.1,The Eiffel Tower,3,22,3a,Unpredictable,22U,22,Where are you going at Christmas?,The Eiffel Tower,3,0.51,the eiffel tower,3,0,1,2,3,0,3,0,1
16,74347,7,Plausible,5.18,James bond,2,13,3a,Unpredictable,13U,13,What is your favourite film?,James Bond,2,0.22,james bond,2,0,1,2,2,0,2,0,1
27,74347,8,Plausible,6.55,Snow White,2,19,3a,Unpredictable,19U,19,Who is your favourite fictional character?,Snow White,2,0.11,snow white,2,0,1,2,2,0,2,0,1
7,74347,9,Plausible,6.55,Black and white,3,4,3a,Unpredictable,4U,4,What colours should I paint the wall?,Black and white,3,0.41,black and white,3,0,1,2,3,0,3,0,1
28,74347,10,Plausible,6.91,Donald Trump,2,8,3a,Unpredictable,8U,8,Who did you see interviewed on television recently?,Donald Trump,2,0.21,donald trump,2,0,1,2,2,0,2,0,1
21,74347,11,Plausible,5.82,The North Pole,3,23,3a,Unpredictable,23U,23,Where would you like to go on holiday?,The Northe Pole,3,0.15,the north pole,3,0,1,3,3,0,3,0,1
12,74347,12,Plausible,6.27,Harry Potter,2,10,3a,Unpredictable,10U,10,What is the name of your favourite book?,Harry Potter,2,0.35,harry potter,2,0,1,3,2,0,2,0,1
3,74347,13,Plausible,6.09,It hit an iceberg,4,12,3a,Unpredictable,12U,12,What happened to your boat?,It hit an iceberg,4,0.58,it hit an iceberg,4,0,1,3,4,0,4,0,1
1,74347,14,Plausible,4.91,Ham and pineapple,3,9,3a,Unpredictable,9U,9,What would you like for dinner?,Ham and Pineapple,3,0.31,ham and pineapple,3,0,1,3,3,0,3,0,1
22,12040,1,Implausible,1.09,Molly and Arthur,3,15,2b,Predictable,27P,27,Where does the president of America live?,The White House,3,0.84,it's out,0,3,0,1,0,3,0,3,0
15,12040,2,Implausible,1.27,Twice a day,3,30,2b,Predictable,3P,3,Which famous clock is in London?,Big Ben,2,1,christ the bells,0,3,0,1,0,2,0,2,0
2,12040,3,Implausible,1.09,It hit an iceberg,4,12,2b,Predictable,14P,14,At which train station will you find platform nine and three quarters?,Kings Cross,2,0.74,night fall,0,4,0,1,0,2,0,2,0
23,12040,4,Implausible,1.27,James bond,2,13,2b,Predictable,20P,20,Where does the prime minister live?,Ten Downing Street,3,0.8,james bond,2,0,1,1,0,3,0,3,0
9,12040,5,Implausible,1.36,Hillary Clinton,2,11,2b,Predictable,26P,26,What is London's underground railway also known as?,The Tube,2,0.71,guess,0,2,0,1,0,2,0,2,0
6,12040,6,Implausible,1.73,Ham and pineapple,3,9,2b,Predictable,24P,24,What is Aurora Borealis commonly known as?,The Northern Lights,3,0.85,i don't know,0,3,0,2,0,3,0,3,0
18,12040,7,Implausible,1.36,Robin hood,2,31,2b,Predictable,18P,18,When do you celebrate Halloween?,October thirty first,3,0.89,november,0,2,0,2,0,3,0,3,0
31,12040,8,Implausible,1.27,The Eiffel Tower,3,22,2b,Predictable,6P,6,Which space ranger starred in Toy Story?,Buzz Lightyear,2,0.93,the Eiffel Tower,2,1,0.666666667,2,0,2,0,2,0
20,12040,9,Implausible,1.09,Donald Trump,2,8,2b,Predictable,25P,25,Which river runs through London?,The Thames,2,0.69,donald trump,2,0,1,2,0,2,0,2,0
29,12040,10,Implausible,1,The North Pole,3,23,2b,Predictable,2P,2,Who is the best Scottish tennis player?,Andy Murray,2,0.89,the north pole,3,0,1,2,0,2,0,2,0
24,12040,11,Implausible,1.27,Black and white,3,4,2b,Predictable,5P,5,Where does the Queen live?,Buckingham Palace,2,0.72,black light,1,2,0.333333333,3,0,2,0,2,0
17,12040,12,Implausible,1.09,A knife and fork,4,1,2b,Predictable,7P,7,When do you celebrate Christmas?,December twenty fifth,3,0.9,a knife and fork,4,0,1,3,0,3,0,3,0
13,12040,13,Implausible,1.36,Harry Potter,2,10,2b,Predictable,16P,16,What is the thirty first of December?,New Years Eve,3,0.8,Harry Potter,2,0,1,3,0,3,0,3,0
10,12040,14,Implausible,1.91,Snow White,2,19,2b,Predictable,21P,21,What is the longest river in the world?,The Amazon river,3,0.63,Snow White,2,0,1,3,0,3,0,3,0
31,33003,1,Implausible,1.27,The Eiffel Tower,3,22,4b,Unpredictable,6U,6,Who is your favourite animated character?,Buzz Lightyear,2,0.16,Mickey Mouse,0,3,0,1,0,2,0,2,0
11,33003,2,Implausible,1.09,New York,2,17,4b,Unpredictable,28U,28,Who did you see when you visited London?,Theresa May,2,0.38,No one,0,2,0,1,0,2,0,2,0
10,33003,3,Implausible,1.91,Snow White,2,19,4b,Unpredictable,21U,21,Where did you go swimming yesterday?,The Amazon river,3,0.34,Snow white,2,0,1,1,0,3,0,3,0
29,33003,4,Implausible,1.36,The North Pole,3,23,4b,Unpredictable,2U,2,Who is your favourite sportsman?,Andy Murray,2,0.19,No one,0,3,0,1,0,2,0,2,0
23,33003,5,Implausible,1.27,James bond,2,13,4b,Unpredictable,20U,20,Where would you like to go today?,Ten Downing Street,3,0.3,change one,0,2,0,1,0,3,0,3,0
13,33003,6,Implausible,1.46,Harry Potter,2,10,4b,Unpredictable,16U,16,When would you next like to go for drinks?,New Years Eve,3,0.57,Harry Potter,2,0,1,2,0,3,0,3,0
2,33003,7,Implausible,1.55,It hit an iceberg,4,12,4b,Unpredictable,14U,14,Where are you getting a train from?,Kings Cross,2,0.32,Petersborough,0,4,0,2,0,2,0,2,0
17,33003,8,Implausible,1,A knife and fork,4,1,4b,Unpredictable,7U,7,When is your birthday?,December twenty fifth,3,0.5,April 4th,0,4,0,2,0,3,0,3,0
24,33003,9,Implausible,1.55,Black and white,3,4,4b,Unpredictable,5U,5,Which tourist attraction would you like to visit in London?,Buckingham Palace,2,0.33,Black & White,3,0,1,2,0,2,0,2,0
22,33003,10,Implausible,1.82,Molly and Arthur,3,15,4b,Unpredictable,27U,27,Where would you like to go when you visit America?,The White House,3,0.41,Can't say,0,3,0,2,0,3,0,3,0
